시도,시군구,사고년도,2021,2021.1,2021.2,2021.3,2021.4,2021.5,2021.6,2021.7,2021.8,2021.9,2021.10,2021.11,2021.12,2022,2022.1,2022.2,2022.3,2022.4,2022.5,2022.6,2022.7,2022.8,2022.9,2022.10,2022.11,2022.12,2023,2023.1,2023.2,2023.3,2023.4,2023.5,2023.6,2023.7,2023.8,2023.9,2023.10,2023.11,2023.12
시도,시군구,사고유형,차대사람,차대사람,차대사람,차대사람,차대사람,차대차,차대차,차대차,차량단독,차량단독,차량단독,차량단독,철길건널목,차대사람,차대사람,차대사람,차대사람,차대사람,차대차,차대차,차대차,차량단독,차량단독,차량단독,차량단독,철길건널목,차대사람,차대사람,차대사람,차대사람,차대사람,차대차,차대차,차대차,차량단독,차량단독,차량단독,차량단독,철길건널목
시도,시군구,사고년도,2021,2021.1,2021.2,2021.3,2021.4,2021.5,2021.6,2021.7,2021.8,2021.9,2021.10,2021.11,2021.12,2022,2022.1,2022.2,2022.3,2022.4,2022.5,2022.6,2022.7,2022.8,2022.9,2022.10,2022.11,2022.12,2023,2023.1,2023.2,2023.3,2023.4,2023.5,2023.6,2023.7,2023.8,2023.9,2023.10,2023.11,2023.12
시도,시군구,세부유형,횡단중,차도통행중,길가장자리구역통행중,보도통행중,기타,충돌,추돌,기타,충돌,도로이탈,전도전복,기타,철길건널목,횡단중,차도통행중,길가장자리구역통행중,보도통행중,기타,충돌,추돌,기타,충돌,도로이탈,전도전복,기타,철길건널목,횡단중,차도통행중,길가장자리구역통행중,보도통행중,기타,충돌,추돌,기타,충돌,도로이탈,전도전복,기타,철길건널목
서울,광진구,(경상자[명]),20,12,18,15,68,423,186,207,1,-,1,12,-,24,7,4,10,81,288,155,158,3,-,-,9,-,10,10,5,17,86,225,104,254,1,-,0,10,-
서울,광진구,(부상신고자[명]),1,0,1,0,11,18,5,9,0,-,0,1,-,0,0,2,1,3,17,1,11,0,-,-,0,-,0,2,1,2,11,13,8,13,0,-,0,0,-
서울,강북구,사고[건],74,21,19,5,140,385,112,233,4,-,4,20,-,91,26,24,15,165,361,123,192,1,-,5,41,-,74,63,23,17,109,409,107,129,3,-,-,38,-
서울,강북구,사망[명],3,0,0,0,2,1,0,0,0,-,0,0,-,3,0,1,0,2,0,0,0,0,-,0,0,-,1,0,0,1,2,1,0,0,0,-,-,0,-
서울,강북구,부상[명],79,22,19,5,144,536,183,281,7,-,4,22,-,92,26,24,16,170,482,177,229,1,-,5,44,-,79,69,23,16,109,553,154,172,3,-,-,39,-
서울,강북구,(중상자[명]),31,7,6,0,41,95,26,58,2,-,0,7,-,45,9,4,4,43,67,11,44,0,-,0,8,-,28,23,8,3,15,73,20,23,1,-,-,10,-
서울,강북구,(경상자[명]),45,15,9,5,98,414,150,212,3,-,0,11,-,44,16,16,12,110,382,154,167,1,-,3,33,-,51,38,12,10,84,453,130,135,2,-,-,25,-
서울,강북구,(부상신고자[명]),3,0,4,0,5,27,7,11,2,-,4,4,-,3,1,4,0,17,33,12,18,0,-,2,3,-,0,8,3,3,10,27,4,14,0,-,-,4,-
서울,금천구,사고[건],54,3,5,10,101,275,101,240,8,1,1,28,-,49,1,2,7,149,145,105,353,1,-,-,32,-,63,9,8,40,105,213,95,291,11,1,2,38,-
서울,금천구,사망[명],3,1,0,1,1,7,1,2,0,0,0,0,-,0,0,0,1,4,1,0,2,0,-,-,1,-,3,0,0,0,0,1,0,1,2,0,0,0,-
서울,금천구,부상[명],56,2,5,10,103,453,158,339,9,1,1,30,-,52,1,2,6,147,217,212,479,1,-,-,35,-,69,9,9,41,113,338,170,431,11,1,2,38,-
서울,금천구,(중상자[명]),26,2,2,1,34,56,24,49,4,0,0,7,-,24,1,0,1,43,42,16,70,0,-,-,7,-,34,5,2,12,46,52,22,52,2,0,0,9,-
